UA4000188239,,188239,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"2,899,710",12/05/2014,"1 000,00 (UAH)",11/20/2017,TRUE,??????,FALSE,11/06/2024,
UA4000188247,,188247,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"2,899,710",12/05/2014,"1 000,00 (UAH)",11/20/2017,TRUE,??????,FALSE,11/20/2024,
UA4000190649,,190649,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"633,000",7/29/2015,"1 000,00 (UAH)",11/20/2017,TRUE,??????,FALSE,7/16/2025,
UA4000192702,,192702,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"2,500,000",1/29/2016,"1 000,00 (UAH)",11/20/2017,TRUE,??????,FALSE,10/29/2025,
UA4000192710,,192710,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"2,455,520",1/29/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,11/12/2025,
UA4000196315,,196315,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"2,999,999",12/21/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,11/19/2031,
UA4000196216,,196216,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,03/06/2030,
UA4000196224,,196224,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,05/08/2030,
UA4000196232,,196232,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,08/07/2030,
UA4000196265,,196265,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,02/12/2031,
UA4000196273,,196273,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,04/02/2031,
UA4000196281,,196281,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,"4,000,000",12/28/2016,"1 000,00 (UAH)",11/21/2017,TRUE,??????,FALSE,5/14/2031,
