UA4000194138,,194138,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,1 952 336,17.05.2016,"1 000,00 (UAH)",18.05.2016,VRAI,??????,FAUX,15.05.2019
UA4000194377,,194377,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,3 579 145,14.06.2016,"1 000,00 (UAH)",15.06.2016,VRAI,??????,FAUX,02.06.2021
UA4000194468,,194468,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,1 510 000,21.06.2016,"1 000,00 (UAH)",22.06.2016,VRAI,??????,FAUX,16.06.2021
UA4000194567,,194567,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,104 850,05.07.2016,"1 000,00 (UAH)",06.07.2016,VRAI,??????,FAUX,30.06.2021
UA4000061808,,61808,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,1 400 000,20.11.2009,"1 000,00 (UAH)",13.07.2016,VRAI,??????,FAUX,06.02.2019
UA4000179766,,179766,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,1 500 000,27.02.2014,"1 000,00 (UAH)",13.07.2016,VRAI,??????,FAUX,13.02.2019
UA4000063010,,63010,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,950 000,30.12.2009,"1 000,00 (UAH)",18.07.2016,VRAI,??????,FAUX,11.03.2020
UA4000194658,,194658,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,887 480,19.07.2016,"1 000,00 (UAH)",20.07.2016,VRAI,??????,FAUX,10.07.2019
UA4000195028,,195028,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,797 900,16.08.2016,"1 000,00 (UAH)",17.08.2016,VRAI,??????,FAUX,14.08.2019
UA4000195044,,195044,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ? ???????????? ???????? ??????????????? ??????,1 000 000,17.08.2016,"1 000,00 (UAH)",22.08.2016,VRAI,??????,FAUX,02.08.2023
UA4000195150,,195150,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ? ???????????? ???????? ??????????????? ??????,2 700 000,23.08.2016,"1 000,00 (UAH)",25.08.2016,VRAI,??????,FAUX,26.07.2023
UA4000195176,,195176,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,40 000,30.08.2016,"1 000,00 (UAH)",31.08.2016,VRAI,??????,FAUX,11.08.2021
UA4000195507,,195507,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ? ???????????? ???????? ??????????????? ??????,5 000 000,28.09.2016,"1 000,00 (UAH)",28.09.2016,VRAI,??????,FAUX,20.09.2023
UA4000195580,,195580,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,421 326,18.10.2016,"1 000,00 (UAH)",19.10.2016,VRAI,??????,FAUX,04.09.2019
UA4000196620,,196620,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,2 667 870,24.01.2017,"1 000,00 (UAH)",25.01.2017,VRAI,??????,FAUX,15.01.2020
UA4000197040,,197040,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,4 178 870,15.03.2017,"1 000,00 (UAH)",15.03.2017,VRAI,??????,FAUX,15.03.2020
UA4000197081,,197081,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,3 409 687,21.03.2017,"1 000,00 (UAH)",22.03.2017,VRAI,??????,FAUX,06.03.2019
UA4000197396,,197396,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,234 375,16.05.2017,"1 000,00 (USD)",17.05.2017,VRAI,??????,FAUX,13.05.2020
UA4000196521,,196521,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ????????????? ?????????? ??????????????? ??????,3 941 000,29.12.2016,"1 000,00 (UAH)",14.06.2017,VRAI,??????,FAUX,10.12.2031
UA4000198006,,198006,13480,???????????? ???????? ???????,????????? ?????????? ????????? ????? ??????? ???????????????? ?????????? ??????????????? ??????,3 555 712,14.06.2017,"1 000,00 (UAH)",14.06.2017,VRAI,??????,FAUX,10.06.2020
