"Nom";"ISIN";"Symbole";"Place";"Maturité";"Trading Currency";"Ouvert";"Haut";"Bas";"Dernier";"Last Date/Time";"Time Zone";"Volume";"Capitaux"
"European Bonds";"";;;;;;;;;;;;
"09 Avr 2019";;;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;;
"ADP1%13DEC27";"FR0013302197";"ADPCA";"Euronext Paris";"2027-12-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP1.5%24JUL23";"FR0012861821";"ADPBZ";"Euronext Paris";"2023-07-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP1.5%7APR2025";"FR0012206993";"ADPBX";"Euronext Paris";"2025-04-07";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP2.125%11OCT38";"FR0013371549";"ADPCB";"Euronext Paris";"2038-10-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP2.375%11JUN19";"FR0011266519";"ADPBU";"Euronext Paris";"2019-06-11";"%";"107.47";"107.47";"107.47";"107.47";"22/07/2014 09:00";"CET";"100000";"107756.30"
"ADP2.750%5JUN2028";"FR0011509488";"ADPBW";"Euronext Paris";"2028-06-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP3.125%11JUN24";"FR0011266527";"ADPBV";"Euronext Paris";"2024-06-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP3.875%15FEB22";"FR0011140912";"ADPBT";"Euronext Paris";"2022-02-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADP4%08JUILLET2021";"FR0011076439";"ADPBS";"Euronext Paris";"2021-07-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ADVENISOC6%26FEB21";"FR0013284981";"YADV";"Euronext Paris";"2021-02-26";"EUR";"2160.00";"2160.00";"2160.00";"2160.00";"25/10/2018 15:17";"CET";"1";"2160.00"
"AEGON     4.26%PL";"NL0000120889";;"Euronext Amsterdam";;"%";"82.85";"82.85";"82.00";"82.25";"08/04/2019 16:02";"CET";"165000";"61538.24"
"AEGON     FRN PL";"NL0000120004";;"Euronext Amsterdam";;"%";"81.15";"81.75";"81.15";"81.25";"28/03/2019 14:13";"CET";"975000";"361257.69"
"AEGON 1.769%PL";"NL0000116150";;"Euronext Amsterdam";;"%";"66.81";"66.81";"66.81";"66.81";"08/04/2019 10:52";"CET";"3000";"2004.30"
"AEGON USD 1.709%PL";"NL0000116168";;"Euronext Amsterdam";;"%";"70.50";"71.00";"70.50";"71.00";"29/03/2019 16:09";"CET";"67500";"42367.61"
"AEGON1.425%PL";"NL0000121416";;"Euronext Amsterdam";;"%";"72.00";"72.40";"72.00";"72.40";"08/04/2019 11:02";"CET";"95000";"31119.33"
"AEGON6.625%16DEC39";"XS0473964509";;"Euronext Amsterdam";"2039-12-16";"%";"156.50";"156.50";"156.50";"156.50";"24/05/2017 14:07";"CET";"2000";"3693.08"
"AEGONB0,75%JUN27";"XS1637329639";;"Euronext Amsterdam";"2027-06-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AEGONBNK0.25%DEC20";"XS1327151228";;"Euronext Amsterdam";"2020-12-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AEGONNV1%08DEC2023";"XS1529854793";;"Euronext Amsterdam";"2023-12-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0%24JAN2020";"FR0013310950";"AFDCZ";"Euronext Paris";"2020-01-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.125%15NOV2023";"FR0013296373";"AFDDC";"Euronext Paris";"2023-11-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.125%30APR22";"FR0013232105";"AFDCT";"Euronext Paris";"2022-04-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.125%31MAR21";"XS1361120238";"AFDCJ";"Euronext Paris";"2021-03-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.20%21SEP19";"FR0013283488";"AFDDA";"Euronext Paris";"2019-09-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.25%21JUL26";"FR0013190188";"AFDCP";"Euronext Paris";"2026-07-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.375%30APR24";"FR0013220902";"AFDCS";"Euronext Paris";"2024-04-30";"%";"100.64";"100.64";"100.64";"100.64";"10/12/2018 12:05";"CET";"200000";"201280.00"
"AFD0.375%30APR24";"FR0013342359";"AFDDG";"Euronext Paris";"2024-04-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.5%31OCT2025";"FR0013365376";"AFDDU";"Euronext Paris";"2025-10-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.50%15OCT22";"XS1326536155";"AFDCI";"Euronext Paris";"2022-10-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.875%25MAY31";"XS1207450005";"AFDCA";"Euronext Paris";"2031-05-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD0.875%27JUN2031";"FR0013185311";"AFDCM";"Euronext Paris";"2031-06-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1%31JAN2028";"FR0013312774";"AFDDD";"Euronext Paris";"2028-01-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1%31JAN28";"FR0013413085";"AFDEK";"Euronext Paris";"2028-01-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1,375%5JUL32";"FR0013266434";"AFDCV";"Euronext Paris";"2032-07-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1,715%27OCT37";"FR0013292562";"AFDDB";"Euronext Paris";"2037-10-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1,875%SEPT20";"FR0013282076";"AFDCY";"Euronext Paris";"2020-09-14";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.112%27JUN2031";"FR0013305216";"AFDDE";"Euronext Paris";"2031-06-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.25%25MAY2019";"XS1035755674";"AFDBP";"Euronext Paris";"2019-05-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.25%8AUG33";"FR0013354032";"AFDDP";"Euronext Paris";"2033-08-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.375%02AUG2019";"FR0013196094";"AFDCR";"Euronext Paris";"2019-08-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.375%05JUL32";"FR0013406493";"AFDEG";"Euronext Paris";"2032-07-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.375%17SEP2024";"XS1111084718";"AFDBV";"Euronext Paris";"2024-09-17";"%";"107.10";"107.10";"107.10";"107.10";"28/08/2018 09:43";"CET";"100000";"107100.00"
"AFD1.5%31OCT34";"FR0013413093";"AFDEL";"Euronext Paris";"2034-10-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.593%22JAN2038";"FR0013311180";"AFDCX";"Euronext Paris";"2038-01-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.6%27JUL43";"FR0013352309";"AFDDK";"Euronext Paris";"2043-07-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.60%25JUL49";"FR0013352135";"AFDDJ";"Euronext Paris";"2043-07-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.625%21JAN20";"XS1170022849";"AFDBY";"Euronext Paris";"2020-01-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.634%31JUL43";"FR0013353349";"AFDDM";"Euronext Paris";"2043-07-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.656%04APR2020";"FR0013413119";"AFDEM";"Euronext Paris";"2054-04-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.715%27OCT2037";"FR0013409810";"AFDEH";"Euronext Paris";"2037-10-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.715%27OCT37NV";"FR0013410107";"AFDEJ";"Euronext Paris";"2037-10-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.722%27FEB47";"FR0013405412";"AFDEF";"Euronext Paris";"2047-02-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.744%24MAR2044";"FR0013382330";"AFDCF";"Euronext Paris";"2044-03-24";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.76%19FEB47";"FR0013403573";"AFDEC";"Euronext Paris";"2047-02-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.79%08FEB2049";"FR0013400686";"AFDCU";"Euronext Paris";"2049-02-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.805%18FEB49";"FR0013403383";"AFDEB";"Euronext Paris";"2049-02-18";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.815%15NOV2044";"FR0013381589";"AFDDZ";"Euronext Paris";"2044-11-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.833%26FEB52";"FR0013405149";"AFDEE";"Euronext Paris";"2052-02-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.862%25FEB54";"FR0013404605";"AFDED";"Euronext Paris";"2054-02-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.89%20NOV2048";"FR0013382280";"AFDCD";"Euronext Paris";"2048-11-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.90%16NOV2048";"FR0013381399";"AFDCB";"Euronext Paris";"2048-11-16";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.911%26OCT2048";"FR0013375169";"AFDDX";"Euronext Paris";"2048-10-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.914%22NOV48";"FR0013382892";"AFDCL";"Euronext Paris";"2048-11-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.95%19NOV2053";"FR0013381670";"AFDCC";"Euronext Paris";"2053-11-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.954%13NOV2053";"FR0013380904";"AFDDY";"Euronext Paris";"2053-11-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD1.955%21NOV2053";"FR0013383197";"AFDCN";"Euronext Paris";"2053-11-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD2.125%15FEB21";"XS0972513633";"AFDBJ";"Euronext Paris";"2021-02-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD2.25%28MAY2026";"XS1072438366";"AFDBT";"Euronext Paris";"2026-05-28";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD2.250%27MAY2025";"XS0936339208";"RFDBG";"Euronext Paris";"2025-05-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD2.75%22JAN2022";"FR0013397809";"AFDCO";"Euronext Paris";"2022-01-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD2.75%22MAR21";"FR0013323755";"AFDDF";"Euronext Paris";"2021-03-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD3,75%15FEB2027";"XS0745896000";"AFDAY";"Euronext Paris";"2027-02-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD3.125%04JAN2024";"XS0686487421";"AFDAR";"Euronext Paris";"2024-01-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD3.50%31OCT34";"FR0013373065";"AFDDW";"Euronext Paris";"2034-10-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD3.625%21APR20";"XS0503251489";;"Euronext Paris";"2020-04-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFD4%14MAR2023";"XS0603832782";"AFDAN";"Euronext Paris";"2023-03-14";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFDFRN10NOV2020";"XS0556130366";;"Euronext Paris";"2020-11-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFDFRN11JUL19";"FR0013267556";"AFDCW";"Euronext Paris";"2019-07-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFDFRN19JUN2020";"FR0013343464";"AFDDH";"Euronext Paris";"2020-06-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFDFRN23MAR2020";"FR0013367166";"AFDDV";"Euronext Paris";"2020-03-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFL0,5%20JUN24";"FR0013256534";"AFLAF";"Euronext Paris";"2024-06-20";"%";"100.59";"100.59";"100.59";"100.59";"29/06/2017 10:09";"CET";"100000";"100607.81"
"AFL0.25%20MAR2023";"FR0013173358";"AFLAD";"Euronext Paris";"2023-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFL0.375%20MAR2022";"FR0012649333";"AFLAA";"Euronext Paris";"2022-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFL1,125%20JUN28";"FR0013343340";"AFLAJ";"Euronext Paris";"2028-06-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFL1,45%20MAR33";"FR0013313681";"AFLAG";"Euronext Paris";"2033-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFL1.21%20MAR28";"FR0013320926";"AFLAH";"Euronext Paris";"2028-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AFLFRN20MAR2021";"FR0013397379";"AFLAK";"Euronext Paris";"2021-03-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AGFA 5.35%2JUN19";"BE0002213792";"AGF19";"Euronext Brussels";"2019-06-02";"%";"100.65";"100.65";"100.65";"100.65";"07/03/2019 09:10";"CET";"2000";"2013.00"
"AGN 0.25%25MAY23";"XS1418849482";;"Euronext Amsterdam";"2023-05-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AGN 0.375%21NOV24";"XS1720933297";;"Euronext Amsterdam";"2024-11-21";"%";"100.85";"100.85";"100.85";"100.85";"05/02/2019 10:17";"CET";"100000";"100850.00"
"AGN 4%25APR44";"XS1061711575";;"Euronext Amsterdam";"2044-04-25";"%";"107.00";"107.00";"107.00";"107.00";"02/04/2019 16:42";"CET";"2000";"2140.00"
"AGRIPOLE5%27NOV19";"FR0012317451";"AGRAA";"Euronext Access Paris";"2019-11-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AHOLD1.125%19MAR26";"XS1787477543";;"Euronext Amsterdam";"2026-03-19";"%";"99.59";"99.59";"99.59";"99.59";"03/07/2018 10:49";"CET";"100000";"99590.00"
"AHOLDDE0.875%SEP24";"XS1685798370";;"Euronext Amsterdam";"2024-09-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AHOLDDELFRN19MAR21";"XS1787517199";;"Euronext Amsterdam";"2021-03-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AIB UK I 4.781%PLD";"XS0208105055";;"Euronext Amsterdam";;"%";"9.00";"9.00";"9.00";"9.00";"11/05/2011 11:30";"CET";"20000";"1800.00"
"AIRFRKL3.750%OCT22";"FR0013212958";"AFAF";"Euronext Paris";"2022-10-12";"%";"105.00";"105.00";"105.00";"105.00";"18/07/2018 16:12";"CET";"100000";"105000.00"
"AIRFRKL3.875%JUN21";"FR0011965177";"AFAD";"Euronext Paris";"2021-06-18";"%";"103.75";"103.75";"103.75";"103.75";"20/06/2018 10:07";"CET";"100000";"103750.00"
"AIRFRKLM6.25%PL";"FR0012650281";"AFAE";"Euronext Paris";"2020-10-20";"%";"106.26";"106.26";"106.26";"106.26";"12/02/2019 17:14";"CET";"100000";"106260.00"
"AKUOEN30JUN20";"FR0012815967";"AENAA";"Euronext Access Paris";"2020-06-30";"%";"100.00";"100.00";"100.00";"100.00";"22/01/2019 15:00";"CET";"40000";"40000.00"
"AKUOEN4.25%8DEC23";"FR0013301066";"AENAC";"Euronext Access Paris";"2023-12-08";"%";"101.00";"101.00";"101.00";"101.00";"05/03/2019 15:00";"CET";"4000";"4040.00"
"AKUOEN4.5%8DEC24";"FR0013301074";"AENAD";"Euronext Access Paris";"2024-12-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AKUOEN5.5%12JUL21";"FR0013188067";"AENAB";"Euronext Access Paris";"2021-07-12";"%";"102.01";"102.01";"102.01";"102.01";"19/02/2019 15:00";"CET";"25000";"25502.50"
"AKUOO6.25%NOV2019";"FR0012333227";"AKUOA";"Euronext Access Paris";"2019-11-28";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALBIOM3.85%8DEC20";"FR0011952670";"ABIOA";"Euronext Paris";"2020-12-08";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALIS2.485%31JUL46";"FR0013195633";"ALSSA";"Euronext Growth Paris";"2046-07-31";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALLIA0.857%22APR26";"XS1400167133";;"Euronext Amsterdam";"2026-04-22";"%";"99.91";"99.91";"99.91";"99.91";"12/07/2018 15:10";"CET";"700000";"699370.00"
"ALLIAN 2.25%NOV22";"XS0854759080";;"Euronext Amsterdam";"2022-11-14";"%";"108.32";"108.32";"108.32";"108.32";"17/08/2018 10:04";"CET";"240000";"259968.00"
"ALLIAN 2.875%JUN24";"XS0792977984";;"Euronext Amsterdam";"2024-06-14";"%";"113.00";"113.00";"113.00";"113.00";"26/03/2019 12:07";"CET";"150000";"169500.00"
"ALLIAND 4.875%PL";"XS0558238043";;"Euronext Amsterdam";;"%";"104.40";"104.40";"104.40";"104.40";"19/11/2013 11:23";"CET";"9000";"9577.51"
"ALLIANDER1.625%PL";"XS1757377400";;"Euronext Amsterdam";;"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALLIANZF2 5 3/8%PL";"DE000A0GNPZ3";;"Euronext Amsterdam";;"%";"109.50";"110.50";"109.50";"110.50";"03/04/2019 16:13";"CET";"106000";"116883.00"
"ALOXE5%15JUN21";"BE6287567273";;"Euronext Expert Market";"2021-06-15";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALPHA GRP 6%PLD";"DE000A0DX3M2";;"Euronext Amsterdam";;"%";"60.00";"60.00";"60.00";"60.00";"07/09/2018 12:33";"CET";"15000";"9000.00"
"ALPHAPRIM4.5%AVR19";"FR0013327822";"ALHAA";"Euronext Access Paris";"2023-04-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALSTO4.5%18MAR2020";"FR0010870949";"ALOAB";"Euronext Paris";"2020-03-18";"%";"112.49";"112.49";"112.49";"112.49";"02/03/2017 09:00";"CET";"50000";"58421.03"
"ALTARE2.25%05JUL24";"FR0013266525";"ALTAD";"Euronext Paris";"2024-07-05";"%";"100.00";"100.00";"100.00";"100.00";"05/12/2018 09:53";"CET";"100000";"100000.00"
"ALTARE2.45%14DEC26";"FR0013222247";"ALTAC";"Euronext Paris";"2026-12-14";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALTARE2.875%2JUL18";"FR0013346814";"ARTEA";"Euronext Paris";"2025-07-02";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALTAREA3%23MAY2021";"FR0011921691";"ALTAB";"Euronext Paris";"2021-05-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALTRAD3.3%MAY2022";"FR0012709665";"ALRAB";"Euronext Access Paris";"2022-05-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALTRAD4.4%12NOV20";"FR0011615665";"ALRAA";"Euronext Paris";"2020-11-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ALTRI FRN 20JUL25";"PTALTFOM0007";"BALTF";"Euronext Access Lisbon";"2025-07-20";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ANGLOIRISH FRNPLD";"XS0201790317";;"Euronext Amsterdam";;"%";"1.00";"1.00";"1.00";"1.00";"02/03/2011 09:39";"CET";"50000";"500.00"
"AP-HP 4.92 1121";"FR0010687194";;"Euronext Paris";"2021-11-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AP-HP3.875%13AUG25";"FR0010926584";"APHPA";"Euronext Paris";"2025-08-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APH4.150%17NOV2031";"FR0011140920";"APHPE";"Euronext Paris";"2031-11-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APH4.60%12OCT2027";"FR0011128982";"APHPD";"Euronext Paris";"2027-10-12";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHM2.31%1AUG33";"FR0013348430";"APHMD";"Euronext Paris";"2033-08-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHM2.456%16DEC36";"FR0013218583";"APHMA";"Euronext Growth Paris";"2036-12-16";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"APHM3.187%9NOV37";"FR0013292000";"APHMB";"Euronext Paris";"2037-11-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP0.292%27JUL25";"FR0013189073";"APHPR";"Euronext Paris";"2025-07-27";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP0.31%13OCT25";"FR0013209434";"APHPS";"Euronext Paris";"2025-10-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP0.425%29JUN24";"FR0013185683";"APHPQ";"Euronext Paris";"2024-06-29";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP0.6225%5DEC22";"FR0013064763";"APHPN";"Euronext Paris";"2022-12-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP0.86%22NOV2028";"FR0013218682";"APHPV";"Euronext Paris";"2028-11-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1,987%AUG42";"FR0013275674";"APHPT";"Euronext Paris";"2042-08-11";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.375%25NOV33";"FR0013291705";"APHPZ";"Euronext Paris";"2033-10-25";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.55%13JUN36";"FR0013181914";"APHPP";"Euronext Paris";"2036-06-13";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.55%26JUL2032";"FR0013270337";"APHPW";"Euronext Paris";"2032-07-26";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.63%22OCT29";"FR0013017415";"APHPK";"Euronext Paris";"2029-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.73%23OCT30";"FR0013017423";"APHPL";"Euronext Paris";"2030-10-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.795%30MAR48";"FR0013326360";"APHPY";"Euronext Paris";"2048-03-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.8%10APR48";"FR0013326527";"APHPX";"Euronext Paris";"2048-04-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.81%17NOV2043";"FR0013297553";"APHPU";"Euronext Paris";"2043-11-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP1.85%21DEC2046";"FR0013390630";"APHRA";"Euronext Paris";"2046-12-21";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP3,975%22DEC36";"FR0010406090";;"Euronext Paris";"2036-12-22";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP3.88%03SEP28";"XS0532419214";"APHPB";"Euronext Paris";"2028-09-01";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP4,10%05JAN2032";"FR0011164680";"APHPG";"Euronext Paris";"2032-01-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP5%09AUG26";"FR0011082627";"APHPC";"Euronext Paris";"2026-08-09";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHP5.05%19MAR2024";"FR0011220698";"APHPH";"Euronext Paris";"2024-03-19";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHPFRN10122022";"FR0012368520";"APHPJ";"Euronext Paris";"2022-12-10";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHPFRN30NOV23";"FR0013063567";"APHPM";"Euronext Paris";"2023-11-30";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"APHPFRN5DEC19";"FR0010550582";;"Euronext Paris";"2019-12-05";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AQUA FRN 23JUN35";"PTTGCKOM0005";"BTGCK";"Euronext Lisbon";"2035-06-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AQUAB FRN 23JUN35";"PTTGCLOM0004";"BTGCL";"Euronext Lisbon";"2035-06-23";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARE14A1FRN%17APR46";"XS1079817489";;"Euronext Amsterdam";"2046-04-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARE14A2FRN%17APR46";"XS1079818883";;"Euronext Amsterdam";"2046-04-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARE14A3 1.136APR46";"XS1079819691";;"Euronext Amsterdam";"2046-04-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AREN0.273%17JUN48";"XS1410513425";;"Euronext Amsterdam";"2048-06-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AREN14IIA1FRNOCT46";"XS1135365788";;"Euronext Amsterdam";"2046-10-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AREN14IIA2FRNOCT46";"XS1135365515";;"Euronext Amsterdam";"2046-10-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"AREN14IIA3FRNOCT46";"XS1135366240";;"Euronext Amsterdam";"2046-10-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARENA2FRN17JUN2048";"XS1410512963";;"Euronext Amsterdam";"2048-06-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARENA7I FRNOCT49";"XS0355225060";;"Euronext Amsterdam";"2049-10-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARENA7I FRNOCT49";"XS0392640990";;"Euronext Amsterdam";"2049-10-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARENAFRN17JUN2048";"XS1410512534";;"Euronext Amsterdam";"2048-06-17";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGAN3.25%4JUL23";"BE0002286558";"ARG23";"Euronext Growth Brussels";"2023-07-04";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTAFRN1FEV24C";"BEAR00533289";;"Euronext Expert Market";"2024-02-01";"%";"99.25";"99.25";"99.25";"99.25";"24/07/2018 12:00";"CET";"14500";"14391.25"
"ARGENTIN 1896 1000";"QS0010144804";;"Euronext Paris";;"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINAZC28MAY21";"US04011NAP33";;"Euronext Amsterdam";"2021-05-28";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINAZC28MAY26";"US04011NAQ16";;"Euronext Amsterdam";"2026-05-28";"%";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINAZC28MAY28";"US04011NAR98";;"Euronext Amsterdam";"2028-05-28";"%";"20.00";"20.00";"20.00";"20.00";"16/09/2013 16:30";"CET";"50000";"10000.00"
"ARGENTINE 1896 100";"QS0010144788";;"Euronext Paris";;"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINE 1896 500";"QS0010144796";;"Euronext Paris";;"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINE 5%07 100";"QS0010144952";;"Euronext Paris";;"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"ARGENTINE 5%07 20";"QS0010144945";;"Euronext Paris";;"EUR";"8.63";"8.63";"8.63";"8.63";"03/06/2013 11:30";"CET";"3";"25.89"
"ARGENTINE 5%07 200";"QS0010144960";;"Euronext Paris";;"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
